,text,label,probability
715,"This process renders the viral cap structure indistinguishable from that of eukaryotic cap-1, thereby disguising the viral genome so that it resembles cellular RNAs typically found in multicellular organisms and protecting the viral genome from cellular 5' exonucleases.Enzyme activity of nsp16 depends on SAM as a cofactor, which donates the methyl group from the methionine group for transfer to the ribose of the capped viral RNA.(N.B.: Capping of the viral RNA is carried out by the N7-guanine methyltransferase domain of nsp14).The structure of the SARS-CoV-2 nsp10/nsp16 heterodimer (PDB ID 6WVN) revealed a heterodimer extremely similar to that of its SARS-CoV-1 homolog (sequence Identities ~93% (for nsp10) and ~98% (for nsp16); r.m.s.d.~ 1.1 A for PDB ID 6WVN versus PDB ID 2XYQ).The SAM binding site includes residues N43, G71, G73, G81, D99 (3 interactions), D114, C115, D130, and M131.The N7-methyl-GpppA binding site consists of residues K24, C25, L27, Y30 (2 interactions), K46, Y132, K137 (2 interactions), K170, T172, E173, H174, S201 (2 interactions), and S202 (4 interactions).Efficient catalytic activity of nsp16 depends on heterodimerization with nsp10, which possesses two zinc-binding motifs (PDB ID 6ZCT).The two Zn++-binding sites of nsp10 are composed of residues C74, C77, H83, and C90, and C117, C120, C128, and C130, respectively.Polar interactions within the nsp10/nsp16 interface include nsp10:L45-nsp16:Q87; nsp10:G94-nsp16:R86; nsp10:K93-nsp16:S105; nsp10:K43-nsp16:K138; nsp10:Y96-nsp16:A83; and nsp10:A71/G94-nsp16:D106.There is also a salt bridge between H80 and D102 in the SARS-CoV-1 nsp10/nsp16 heterodimer.At the time of analysis, there was one PDB structure of SARS-CoV-2 nsp10 alone (PDB ID 6ZCT).A dozen co-crystal structures of the SARS-CoV-2 nsp10/nsp16 heterodimer are available from the PDB, together with nearly 20 structures of nsp10/nsp16 from SARS-CoV-1 and MERS CoV.",0,0.73568016
109,"S2).For concordant positives (n = 41), comparison of CT values between nasal and NP swabs showed higher CT values for nasal swabs than for NP swabs, suggesting slightly but consistently lower yield from the nasal swabs (Wilcoxon P < 0.0001).Consistent with this conclusion, there was a marked increase in false negatives for NP swabs with higher CT values (lower viral loads), resulting in low concordance overall (Cohen's kappa = 0.49) (Fig.1).Viral loads for NP (x axes) versus nasal swab (y axes) for (a) initial versus (b) follow-up testing, (c) shallow/short versus (d) deep/long collection procedures, collection (e) in GITC versus (f) dry versus (g) in VTM, and (h) for all data, with 2 x 2 tables and concordance values measured by Cohen's kappa, kappa.In each plot, the diagonal is a 1:1 line.",0,0.63230795
617,"48  There were five spontaneous miscarriages.Two occurred at 8+0 weeks 54  and 17+0 weeks, 62  while gestation was not reported for the other three.48  The possibility of vertical transmission was assessed with rtPCR of neonatal nasopharyngeal secretions, placenta, cord blood, amniotic fluid and breastmilk (Table 3).Nineteen of a total 655 neonatal nasopharyngeal swabs were SARS-CoV-2 positive by rtPCR across ten studies.Four placenta samples and one cord blood sample were positive; however, neonatal nasopharygneal swabs in these cases were negative.54 ,  57  Anti-SARS-CoV-2 immunoglobulin M (IgM) and IgG antibodies were elevated in the serum of three neonates.13  Study  No.",0,0.8266646
791,"Mit dem gehauften Auftreten von muskularen Symptomen ist unter Colchicin bei normaler Nierenfunktion (renale Elimination von Colchicin) nicht zu rechnen.Einzelne Fallberichte diskutieren eine durch Colchicin verursachte Neuromyopathie mit proximaler Schwache, axonaler Polyneuropathie und CK-Anstieg, die sich auf dem Hintergrund einer Niereninsuffizienz entwickelte.Es bestehen auch Hinweise auf einen Zusammenhang mit einer gleichzeitigen Statintherapie, da manche Statine auch uber das CYP3A4-Enzymsystem metabolisiert werden und es somit zur Akkumulation von Colchicin kommen kann.Die Metaanalyse von Stewart et al.konnte jedoch kein erhohtes Risiko fur eine Neuromyopathie unter Colchicin-Therapie identifizieren.UberdosierungInsgesamt weist Colchicin eine enge therapeutische Breite auf.Allerdings ist es schwer, einen eindeutigen Cut-off-Wert zwischen nichttoxischer, toxischer und letaler Dosis festzulegen.Es gibt Fallberichte, die nahelegen, dass eine akute Einnahme von uber 0,5 mg/kgKG mit erhohter Mortalitat assoziiert ist, letale Verlaufe sind u. a. auch bei relativ niedrigen Dosierungen zwischen 7 und 26 mg beschrieben worden.Der Verlauf einer sog.Colchicin-Vergiftung kann grob in 3 Phasen eingeteilt werden: In der initialen gastrointestinalen Phase kommt es innerhalb 10-24 h nach Einnahme zum Auftreten von abdominellen Krampfen, Durchfallen, Ubelkeit, Erbrechen bis hin zu hamorrhagischen Enteritiden.Die zweite Phase (1 bis 7 Tage nach Einnahme) ist gekennzeichnet durch eine Multiorgandysfunktion mit schwerer Knochenmarkdepression, akutem Leber- und/oder Nierenversagen, Herzrhythmusstorungen, Hamolyse, hamorrhagischen Komplikationen und metabolischen Storungen wie metabolischer Azidose und Elektrolytentgleisungen.",0,0.72020304
728,"Open access to PDB structures of remdesivir bound to the RdRp sets the stage for structure-guided discovery of second generation nucleoside analogs with superior potency and/or selectivity, more desirable drug-like properties, or better Absorption-Distribution-Metabolism-Excretion profiles (e.g., improved oral bioavailability to avoid intravenous administration).Open access to our computed 3D structural models of 840 RdRp USVs will provide useful information that may enable drug hunting teams to anticipate potential sources of drug resistance during selection for candidates slated for in vitro pre-clinical development studies.Open access to PDB structures of other essential SARS-CoV-2 enzymes (and those of their closely related SARS-CoV-1 homologs) have already facilitated initiation of structure-guided drug discovery campaigns for PLPro, nsp5, nsp13, nsp14, and nsp10/nsp16.As for RdRp, free availability of computed 3D structural models of nearly 1500 USVs may provide useful information pertaining to potential causes of drug resistance.Knowledge of sequence (and 3D structure) variation during the pandemic could also be used to prioritize these potential drug targets using quantitative assessments of active site conservation.The best drug discovery targets could be those proteins observed to undergo the fewest amino acid changes in their active (or drug-binding) site during the first 6 months of the pandemic.It is also possible that inhibitors making contacts with residues that are not engaged by substrates will be more susceptible to the emergence of drug resistance.The S-protein is the target of both monoclonal antibodies (for passive immunization) and vaccines.At the time of writing, several monoclonal antibodies had already received Emergency Use Authorization (EUA) from the US FDA (e.g., bamlanivimab; sponsor company Eli Lilly and Co.).The Pfizer/BioNTech mRNA vaccine had received full FDA approval and the Moderna mRNA vaccine was granted under EUA.Open access to a host of PDB structures of the S-protein in various conformational states and in complexes with host cell proteins and Fab fragments of monoclonal antibodies will facilitate the work of research teams focused on discovery and development of second-generation monoclonal antibodies and vaccines.Free availability of 689 3D structural models of S-protein USVs may provide insights into potential efficacy failures due to amino acid changes in the S-protein that interfere with viral antigen recognition by antibodies (monoclonal or humoral) or T-cells while preserving ACE2 receptor binding.MATERIALS AND METHODSProject historyThis work was initiated by research interns (undergraduates and one high school student) hosted virtually during the summer of 2020 by the Rutgers University Institute for Quantitative Biomedicine (IQB), the Rutgers University RISE Program, and the US-funded RCSB Protein Data Bank headquartered at Rutgers.Prior to the online five-week research program, participating students and mentors received 1 week of online training in 3D molecular visualization and computational bioinformatics in the IQB ""Summer of the Coronaverse"" Online Boot Camp.The methods used in the research study were developed, evaluated, and refined during the online Boot Camp.Supervision of the research phase was provided by IQB graduate students, postdoctoral fellows, and RCSB Protein Data Bank scientific staff, all of whom served as mentors in the Boot Camp.",0,0.81015897
417,"Confirmed cases in NYC for the last 2 weeks are noted.Absolute counts of pools that tested positive or negative for RT-PCR targets (ORF1ab+E+ (magenta), ORF1ab+ (yellow), E+ (cyan), Negative (dark purple)) are depicted by week collected.c Distribution of pools with RT-PCR target results (ORF1ab+E+ (solid), ORF1ab+ (dotted), E+ (cross-hatched)) across the five different hospital sites in NYC (Hospital A, blue; B, red; C, green; D, purple; E, orange).d Distribution of SARS-CoV-2 sequences recovered by collection week and hospital site of RPN pools.Filled points reflect complete SARS-CoV-2 consensus genomes recovered and points with X's reflect partial genomes recovered (e.g., incomplete genomes and those validated by SARS-CoV-2 reads).Colors denote hospital sites as indicated by the legend in (c).To increase our screening capacity and ensure specimen de-identification, we combined equal volumes of viral transport media from ten distinct RPN specimens into single tubes, yielding 304 pools that underwent nucleic acid amplification testing (NAAT) for SARS-CoV-2 (Fig.1a) using the Roche Diagnostics cobas  6800 SARS-CoV-2 Test.This assay, which has emergency use authorization from the US Food and Drug Administration (FDA) for the detection of SARS-CoV-2 in clinical specimens, evaluates samples for the presence of two viral targets: the SARS-CoV-2-specific ORF1ab gene and the pan-Sarbecovirus envelope E gene.Of the 304 RPN pools, both ORF1ab and E gene were detected in eight pools (ORF1ab+E+, 2.6%), only ORF1ab was detected in one pool (ORF1ab+, 0.4%), only E gene was detected in eight pools (E+, 2.6%), and neither was detected in 287 pools (94.4%) (Fig.1b).Five E+ RPN pools contained specimens from patients treated at two distinct MSHS hospitals (A and C), collected during the weeks ending on 18 January, 25 January, and 1 February (Fig.1c).None of the RPN pools comprised of specimens collected during the following 3 weeks yielded detectable SARS-CoV-2 RNA.",0,0.7203917
324,"Almost all (148; 99%) patients had mild to moderate covid-19, and only 2 (1%) patients had severe disease on screening.Table 1 shows baseline demographic, epidemiological, and clinical characteristics of the patients in the two groups.Screening, randomisation, and follow-up of trial participantsCharacteristics SOC plus HCQ (n=75) SOC (n=75) Total (n=150) Mean (SD) age, years 48.0 (14.1) 44.1 (15.0) 46.1 (14.7) Male sex 42 (56) 40 (53) 82 (55) Mean (SD) body mass index* 23.9 (3.24) (n=74) 23.2 (3.0) (n=71) 23.5 (3.2) (n=145) Mean (SD) days from disease onset to randomisation 16.0 (9.9) (n=73) 17.1 (11.1) (n=74) 16.6 (10.5) (n=147) Exposure history:     Hubei province exposure 50/72 (69) 53/71 (75) 103/143 (72)  Contact with patients with confirmed covid-19 39/72 (54) 32/71 (45) 71/143 (50)  Others 1/72 (1) 1/71 (1) 2/143 (1)  No exposure 2/72 (3) 9/71 (13) 11/143 (8)  Unknown 5/72 (7) 5/71 (7) 10/143 (7) Drug treatment before randomisation: 47 (63) 43 (57.3) 90 (60)  Antiviral agents 28 (37) 24 (32.0) 52 (35)  Arbidol 12 (16) 8 (11) 20 (13)  Lopinavir-ritonavir 18 (24) 14 (19) 32 (21)  Oseltamivir 3 (4) 3 (4) 6 (4)  Entecavir 1 (1) 0 1 (1)  Virazole 3 (4) 6 (8) 9 (6)  Ganciclovir 0 2 (3) 2 (1) Disease severity:     Mild 15 (20) 7 (9) 22 (15)  Moderate 59 (79) 67 (89) 126 (84)  Severe 1 (1) 1 (1) 2 (1) Coexisting conditions: 28 (37) 17 (23) 45 (30)  Diabetes 12 (16) 9 (12) 21 (14)  Hypertension 6 (8) 3 (4) 9 (6)  Others 21 (28) 10 (13) 31 (21) Vital signs:mean (SD):     Body temperature,  C 36.9 (0.47) (n=72) 36.8 (0.48) (n=75) 36.8 (0.5) (n=147)  Pulse, beats/min 82.75 (8.0) (n=73) 82.5 (9.4) (n=71) 82.6 (8.7) (n=144)  Respiratory rate, breaths/min 19.6 (1.3) (n=73) 19.7 (1.7) (n=70) 19.6 (1.5) (n=143)  Systolic blood pressure, mm Hg 126.3 (13.2) (n=70) 123.5 (11.2) (n=69) 124.9 (12.3) (n=139)  Diastolic blood pressure, mm Hg 79.1 (8.5) (n=70) 76.8 (8.0) (n=69) 77.9 (8.3) (n=139)  Pulse oximetry, % 97.4 (1.6) 97.3 (1.6) (n=73) 97.4 (1.6) (n=148) Symptoms:     Fever 43/72 (60) 40 (53) 83/157 (53)  Cough 35/68 (51) 26/68 (38) 61/136 (45)  Sputum production 11/68 (16) 4/68 (6) 15/136 (11)  Shortness of breath 15/68 (22) 4/68 (6) 19/136 (14)  Nasal congestion 0 0 0  Pharynx discomfort 2/68 (3) 4/68 (6) 6/136 (4)  Fatigue 5/68 (7) 1/68 (1) 6/136 (4) Laboratory parameters:mean (SD):     White cell count, x109/L 5.59 (1.9) 5.6 (1.8) 5.6 (1.8)  Lymphocyte count, x109/L 1.46 (0.6) 1.6 (0.5) 1.5 (0.57)  Neutrophil count, x109/L 3.55 (1.6) 4.2 (6.2) 3.9 (4.51)  Platelet count, x109/L 214.8 (68.1) 211.7 (71.6) 213.2 (69.7)  Haemoglobin, g/L 128.8 (17.5) 129.1 (17.1) 129.0 (17.3)  Aspartate aminotransferase, U/L 25.0 (13.5) 26 (14.7) 25.5 (14.1)  Alanine aminotransferase, U/L 31.4 (26.3) 32.7 (25.2) (n=74) 32.1 (25.7) (n=149)  gamma-glutamyl transpeptidase.U/L 46.9 (61.8) (n=73) 44.0 (51.8) (n=73) 45.4 (56.9) (n=146)  Total bilirubin, mumol/L 11.6 (8.4) (n=74) 12.8 (7.7) (n=73) 12.2 (8.1) (n=147)  Albumin, g/L 39.9 (4.5) (n=74) 40.4 (4.4) (n=74) 40.1 (4.4) (n=148)  Lactate dehydrogenase, U/L 203.9 (65.2) (n=66) 190.9 (49.5) (n=67) 197.4 (58.0) (n=133)  Creatine kinase, U/L 74.4 (110.1) (n=67) 71.0 (52.6) (n=68) 72.7 (85.7) (n=135)  Creatine kinase isoenzyme-MB, U/L 8.0 (4.2) (n=46) 6.8 (3.9) (n=44) 7.4 (4.0) (n=90)  Creatinine, mumol/L 71.2 (38.4) (n=74) 63.9 (16.0) (n=74) 67.5 (29.5) (n=148)  Blood urea nitrogen, mmol/L 3.5 (1.0) (n=44) 3.1 (0.7) (n=39) 3.3 (0.9) (n=83)  Urea, mmol/L 4.0 (3.0) (n=31) 3.8 (1.2) (n=32) 4.0 (2.2) (n=63)  International normalised ratio 1.0 (0.1) (n=73) 1.0 (0.1) (n=74) 1.0 (0.1) (n=147)  C reactive protein, mg/L 9.9 (13.3) (n=73) 7.4 (12.8) (n=74) 8.6 (13.1) (n=147)  Erythrocyte sedimentation rate, mm/h 30.6 (28.6) (n=72) 25.4 (21.7) (n=71) 28.0 (25.4) (n=143)  Tumour necrosis factor alpha, pg/mL 4.9 (4.1) (n=7) 4.8 (3.6) (n=7) 4.8 (3.7) (n=14)  Interleukin 6, pg/mL 12.9 (36.3) (n=31) 8.9 (13.0) (n=29) 11.0 (27.4) (n=60) Baseline demographic and clinical characteristics of patients in intention to treat population.",0,0.87815857
885,"Interestingly, pangolins have lost IFIH1 (interferon induced with helicase C domain 1) and ZBP1 (Z-DNA binding protein 1) genes during evolutionary divergence.IFIH1 and ZBP1 proteins are intracellular sensors of exogeneous RNAs able to activate cellular and organismal responses, such as necroptotic cell death, interferon signaling and inflammation.It is possible that the loss of the IFIH1 and ZBP1 genes provided an evolutionary advantage by reducing the inflammation-induced damage to the host tissues and thus contributed to the transition from resistance to tolerance of viral infections in pangolins.This hypothesis, if confirmed, could be the basis of the phenomenon of viral accommodation in some species.However, although there are indications of the role that the pangolin could play in the spread of SARS-CoV-2, there is no direct evidence (experimental infection) that this animal is the intermediate host of the virus.The virus was fairly stable (without significant mutation) until 01/12/2020, and spread through human contact, and not from its inherent abilities for rapid growth and continuous evolution.Although 230,000 viral genomic sequences of hCoV-19 have been submitted and shared in GISAID, few mutations of any clinical significance have been identified thus far.A missense mutation, D614G, in the spike protein of SARS-CoV-2, predominant in Europe (954 of 1449 (66%) sequences) which is now spreading worldwide (1237 of 2795 (44%) sequences), seems to cause a higher infection rates in vitro.However, the lack of detailed clinical data suggests that probably this mutation is neutral.Recently, a novel recurrent mutation has been identified in Singapore and other countries,  382 variant, that seems to be associated with a milder infection.Many other mutations have been identified and described, but none of these to date are associated with increased viral transmission.It is possible that the recurrent mutations identified are induced by host immunity through RNA modification mechanisms and probably tend to be selectively neutral, with no or negligible effects on the transmissibility of the virus.Paradoxically, it could be argued that SARS-CoV-2's low genetic diversity results in an advantage for mass vaccine immunization.The hostThe vast majority of infections are asymptomatic or mildly symptomatic, while deaths account for < 1% of infected cases.We know for certain that age is a risk factor:the death rate from COVID-19 soars for patients over the age of 60.This is true of many infections and generally is related to a deficiency in the immune system and pre-existing health conditions.Children are less prone to develop severe COVID-19.These differences are certainly attributable to the genetic diversity of the host.",1,0.6587407
706,"These three cleavage events liberate nsp1, nsp2, and nsp3.The PLPro portion of nsp3 is also implicated in cleaving post-translational modifications of ubiquitin (Ub) and ISG15 domains of host proteins as an evasion mechanism against host antiviral immune responses.PLPro is a cytoplasmic cysteine endopeptidase (EC 3.4.22.69) that catalyzes cleavage of the peptide bond C-terminal to LXGG motifs (where X is any amino acid) in the viral polyproteins.This enzyme also recognizes conserved LRGG motifs found within the C-terminal segments of Ub and ISG15 proteins.According to the MEROPS classification, PLPro belongs to the peptidase clan CA (family C16), containing a Cys-His-Asp catalytic triad (C111-H272-D286).The first structure of SARS-CoV-2 PLPro to be made public (PDB ID 6W9C) revealed a symmetric homotrimer with each enzyme monomer being highly similar to that of SARS-CoV-1 PLPro (PDB ID 2FE8; r.m.s.d.~ 0.8 A, sequence identity~83%).Since PDB release of this initial SARS-CoV-2 PLPro structure, additional co-crystal structures of PLPro with a variety of ligands have been deposited to the PDB (list updated weekly at http://rcsb.org/covid19).In many of these structures, the enzyme is monomeric, indicating that the trimer observed in PDB ID 6W9C is almost certainly a crystal packing artifact.Comparison of the various PLPro monomer structures reveals that the enzyme does not undergo large conformational changes upon binding of inhibitors or (protein) substrates (Figure 6A).We, therefore, used the structure of an inhibited form of the enzyme (PDB ID 6WUU) for evolutionary analyses of PLPro (Figure 6A).(A) Space-filling representation of the experimental structure of the PLPro monomer (blue) bound to a covalent inhibitor (Vir250; red/pink) (PDB ID 6WUU).(B) Ribbon/atomic stick figure representation of the PLPro-ISG15 interface (PDB ID 6YVA).Oxygen atoms are shown in red, nitrogens in blue, and sulfurs in yellow.Cartoons and carbons are gray for ISG15, purple for substituted PLPro interfacial residues, and cyan for all other PLPro residues.",1,0.6309379
234,"P values in LIFE hospitalized patients (C) were not calculated due to low sample size.COVID-19, Coronavirus Disease 2019; SARS-CoV-2, Severe Acute Respiratory Syndrome Coronavirus 2.Patients had broader responses across the spectrum of severity in ADAPT (Fig 3B).ADAPT and LIFE hospitalized patients with more severe symptoms were more likely to exhibit a broader antibody response to SARS-CoV-2, i.e., polyreactive toward the 3 antigens (Fig 3B).Interestingly, 2 of 7 hospitalized LIFE patients who had a short 24-hour hospitalization harbored non-broad responses, and Spike-only responses were exclusively observed in nonhospitalized, mild, and moderate individuals (Fig 3B).Higher IgG titers against Membrane and Nucleocapsid proteins were also associated with disease severity in both cohorts (Fig 3C).Patients with broader SARS-CoV-2 responses and higher disease severity had greater viral neutralization and virus-cell fusion inhibition (Fig 3D and 3E).This polyreactive, high severity subgroup was populated almost exclusively by older males (Fig 3F).Similarly, higher neutralization and virus-cell fusion inhibition titers were more enriched in older males with moderate disease and who were hospitalized (Fig 3G and 3H).High responders with strong and broad SARS-CoV-2 antibody responses are rare and could be ideal plasma donorsA small subgroup of individuals were ""high responders"" characterized by high Spike IgG, Spike IgM positive, broad polyantigenic immunoreactivity (binding to Nucleocapsid, Spike, and Membrane), virus-cell fusion inhibition (>1:160), and neutralization (>1:320).They maintained this high response over time (n = 14, 17% ADAPT, n = 19, 12% LIFE).High responders were more likely to be male, hospitalized, and were of older age (Fig 4A).Further characterization was performed on a series of increasingly permissive cell lines: VeroE6, HekAT14, HekAT10, and HekAT24 (Fig 4B, S3 Fig).Low, i.e., non-high responders, and high responders sera neutralized live SARS-CoV-2 in VeroE6, HekAT14, and HekAT10 cell lines, whereas limited neutralization was observed in the hyperpermissive HekAT24 cell line (Fig 4B).Using the HekAT24 cell line, 2 elite responders were identified in LIFE (Fig 4C), with high Spike IgG and IgM levels, and neutralization titers 30- to 4-fold greater than other individuals (Fig 4D).Interestingly, elite responders had the highest detectable IgM levels, and early IgM decay coincided with a decrease in neutralization titers, whereas Spike IgG remained stable overtime (Fig 4E).",1,0.86377805
224,"Immunoreactivity to other abundant antigens, such as Membrane or Envelope, is unknown.Neutralization of SARS-CoV-2 has been reported for antibodies that bind to Spike, a large homotrimeric glycoprotein studded across the viral surface, whereas Membrane and Envelope proteins, although exposed on the viral surface, remain to be identified as neutralizing antibody targets.Rapid development of neutralizing antibody response to Spike correlates with viral immunity, and individuals who seroconvert may develop a lasting neutralization response.The SARS-CoV-2 virus has accumulated many polymorphisms across its genome, especially within the Spike gene.Shortly after the introduction of SARS-CoV-2 into the human population, many early and dominant amino acid polymorphisms were associated with viral entry fitness, such as D614G.However, the pressure of the neutralizing antibody response might select for escape mutations in Spike that limit postinfectious immunity or vaccine protection.One example is the S477N/D614G Spike variant, which appeared in Australia during July and August 2020, was traced to a single event from Australian hotel quarantine, and represented greater than 58% in Oceania.More recently, several SARS-CoV-2 variants of concern (VOCs) appeared primarily in the United Kingdom (B.1.1.7), South Africa (B.1.351), and Brazil (B.1.1.28.1 and B.1.1.28.2, recently renamed P1 and P2, respectively), and VOC B.1.1.7 is currently becoming the most dominant worldwide.Using the lessons learned from research of other viral pathogens and neuroimmunological autoantibodies, we have developed a suite of novel high-content assays that sensitively assess antibody responses against the native oligomeric structure of Spike and its emerging variants.To measure the neutralizing capacity, we have also developed a Biosafety Level 2 surrogate Spike-driven virus-cell fusion assay that has been cross-validated with a novel high-content, machine-scored, Biosafety Level 3 authentic SARS-CoV-2 neutralization assay.Herein, we characterize the longevity, polyantigenic breadth, and neutralization capacity of the SARS-CoV-2 antibody response in individuals and their responses to globally emerging SARS-CoV-2 variants.Using 2 longitudinal SARS-CoV-2 community- and hospital-based Australian cohorts representative of the broad spectrum of disease severity at acute infection, we showed that the polyantigenic and neutralizing responses to SARS-CoV-2 are sustained, associated with Coronavirus Disease 2019 (COVID-19) severity, and are evaded by emerging viral variants.This work provides a community snapshot of humoral immunity in those recovering from infection and sheds light on important considerations for vaccine design and selection of donors for convalescent plasma therapy.",1,0.7786535
749,"At last, with taking the analysis output from all servers applied in this study we draw an inference that what makes the D614G meaningful for the COVID-19 pandemic still unclear and agrees with a previous study; this is due to many reasons.First, a current lack of clinical metadata to link the viral mutations with viral phenotype.Second, lack of fair sample demographic distribution and last, lack of association between viral genomic data with the symptoms degree of severity.ConclusionMutations and amino acid variants analysis are essential in understanding the mechanism of binding of spike protein with its receptor to have insights on possibilities to design a peptide or nucleotide-based vaccine for COVID-19.This study predicted the three-dimensional monomer structure of the spike glycoprotein from SARS-CoV-2 of Jordanian specimens.Here, we also reported four amino acid variants.However, the highest mutation frequency in our study, with 62% of samples, showed aspartate substitution to glycine at D614G is consistent with other reports for samples collected in Europe at the same time of our sample collection, in March 2020.In this study, the mutation D614G was the dominant local mutation in Jordan.We expected that the four reported amino acid variants, especially tyrosine deletion at Y144 located in the SARS-CoV-like_Spike_S1_NTD and the aspartate substitution to glycine at D614G located in the SARS-CoV-2_Spike_S1_RBD to have an expliciteffect on the function of the spike protein in the Jordanian population collectively.However, D614G might change the viral conformational plasticity and hence a potential viral fitness gain.These mutations are most likely low to neutral in their effect when looking primarily at the mutation analysis by the Phyre2, were tall red bars represent the highest favorable residues to have a phenotypic effect than shorter blue bars.Still, no tall red bars were noticed at all.It is highly recommended to keep monitoring the mutation rate of SARS-CoV-2 in Jordan on a monthly bases with a higher number of samples to fulfill a statistical power.Some of the low percentages appeared mutations, e.g., 5% might increase if the population size is larger so, in general, one must be cautious about drawing any concrete conclusions about the symptoms severity and viral transmission from genome sequences only.Altered glycosylation at the G614 was not considered in this study, but it could be a motivation in future studies.Funding""This research received no external funding.""Author contributionsWalid Al-Zyoud & Hazem Haddad have contributed equally to Conceptualization, Methodology, Software, Data curation, Writing- Original draft preparation.Visualization, Investigation: Supervision, Software, Validation.Writing Reviewing and Editing.",1,0.82363725
554,"Mutations that provide a beneficial advantage are more likely to be fixed in the genome.Under this scenario, the distributions of mutations in the viral genome are not random.Instead, mutations accumulate to higher than random frequencies in areas of the genome that contribute to fitness by enhancing stability, transmission, replication efficiency, escape from immunity, suppression of immunity responses, or a combination.The collective results of these effects may be evident through biological properties such as host adaptation, pathogenicity, or others.The emergence of new species, such as SARS-CoV-2, and the rapid emergence of new SARS-CoV-2 strains are an indication that beta-CoVs evolve quickly and have a high capacity to switch hosts and to adapt to new hosts.Results described here show that beta-CoVs are more variable than polioviruses.In some species, variation is close to that observed for HIV-1 (Fig.5 and 6).The wide host range observed across species suggests that, in beta-CoVs, genomic variation is related to the genetic diversity of the host.While mutations accumulate in the entire genome, they are not randomly or equally distributed.Instead, preferential accumulation of mutations in the S glycoprotein is a general feature of all members of the genus Betacoronavirus (Fig.5B).This was particularly evident in SARS-CoV-2.Strains identified to date and isolates from early and middle 2020 can be distinguished based on the S glycoprotein sequence alone (Fig.3).In HIV-1, glycoproteins gp120 and gp41 are the most variable in the genome (Fig.6).Both beta-CoV S glycoprotein and HIV gp120 and gp41 are envelope proteins and mediate viral entry.The S glycoprotein binds to the ACE2 receptor, while gp120 binds to the CD4 receptor.Both the S glycoprotein and gp120 induced the formation of neutralizing antibodies.These features suggest several mechanisms driving diversifying selection in envelope glycoproteins: cellular receptors, entry cofactors, and antibodies.Within the variety of coronavirus hosts, the cellular receptors, entry cofactors, and cellular proteases that process the S1/S2 cleavage site and immunity responses are likely diverse.Results described here show that, for beta-CoVs, the S glycoprotein is variable and mutationally robust and contains intrinsically disordered areas (Fig.4, 5B, and).Disordered proteins allow functionality with a diverse set of interaction partners.These observations are consistent with a model in which host diversity pushes diversifying selection in the S glycoprotein.",1,0.8362951
